name,line
Hank,"You’d have caught it if it weren’t for me… That's alright. We know what it looks like. We'll find it… Hey, Connor… Nothing."
Hank,"Argh, Jesus Christ!.."
Hank,Where... where did he go?
Connor,I lost it.
Hank,"Oh Shit!… SHIT! Fuck we had it! It's alright. Doesn't matter. We know what it looks like., it won’t get far… Come on, let's get outta here. Seen enough vegetables for one day…"
Connor,That shouldn't have happened. I wasn't programmed to fail.
Hank,"Oh well, you fucked up, Connor. Welcome to the club."
Connor,"Hello, Amanda."
Amanda,"Connor, I’ve been expecting you… Would you mind a little walk?"
Amanda,"Two investigations, two failures… That's very disappointing. I expected more from our best model."
Amanda,That deviant seemed to be an intriguing case. A pity you didn’t manage to capture it…
Connor,I agree. I may not be suited for this investigation. Maybe you should consider replacing me.
Connor,"Deviants are completely irrational, which makes it difficult to anticipate their behavior… but I should have been more effective."
Connor,I have no excuse. I should have been more efficient.
Amanda,Did you manage to learn anything?
Amanda,"Congratulations, Connor, you managed to find that deviant. Tell me, what did you learn?"
Amanda,"The last Connor was unfortunately destroyed. Its memory has been transferred to you, but some data may have be lost in the process… I hope that you will be more careful."
Connor,"I will do my best, Amanda."
Amanda,"So, what did we learn?"
Connor,"It was working under a false identity, at a nearby urban farm. This was the first time we’ve seen deviants blending in with the human population. Who knows how many others there are like it?"
Connor,"I found its diary, but it was encrypted. It may take weeks to decipher."
Connor,"The walls of the apartment were covered with drawings of labyrinths and other symbols. Like the other deviants, it seemed obsessed with rA9."
Connor,"It was fascinated by birds. We’ve seen deviants interested in other lifeforms like insects or pets, but nothing like this."
Amanda,What else?
Amanda,You came very close to capturing that deviant…
Amanda,It's a pity you let it self-destruct…
Connor,It was in Lieutenant Anderson’s custody. I couldn’t anticipate that he would let it get away.
Connor,"It claimed that it was innocent, that it didn’t do anything wrong... I was confused for a moment… It was a mistake."
Connor,I made a mistake… It said “rA9 save me” before it jumped from the roof. I should have anticipated what it would do.
Connor,"I knew deviants had a tendency to self-destruct under extreme stress, but I didn’t expect it to jump from the roof. I should have anticipated that."
Amanda,How did it manage to get away?
Connor,Lieutenant Anderson was in danger. I had to choose between pursuing the deviant or saving a human life.
Amanda,"If we don’t stop the deviants, millions of people will be in danger. How important is the life of a single police lieutenant by comparison?.. Nothing should distract you from your mission, Connor. Nothing."
Connor,"Yes, Amanda."
Connor,"It knew the urban farm very well, it knew where to go… I did everything I could but I lost it…"
Amanda,I see…
Amanda,How is your relationship with the Lieutenant developing?
Connor,"He seemed grateful that I saved his life on the roof. He didn’t say anything, but he expressed it in his own way..."
Connor,He seems to find it difficult when a Connor is destroyed and replaced. I know humans have difficulty dealing with loss. Working with him will be a challenge if it happens again.
Connor,"He is openly hostile towards me, and continues to show no interest in the investigation. Cooperating with him is a real challenge."
Connor,"It’s improving. I’m coming to know him better, and he’s growing accustomed to my presence."
Connor,"It’s improving. I’ve come to understand him better, and he’s growing accustomed to my presence."
Amanda,"Interesting… Tell me, Connor… What happened with the AX400 that escaped?"
Connor,"I couldn’t find any evidence of it on the scene. It must have escaped before we arrived, unless it was a false lead."
Amanda,Why didn’t you keep chasing it onto the highway?
Connor,Lieutenant Anderson ordered me not to go. I thought the deviant would be destroyed anyway.
Connor,Lieutenant Anderson ordered me not to go.
Amanda,"Why are you following his orders?.. You only have one responsibility, Connor: catching deviants."
Connor,"Yes, Amanda."
Connor,I knew there was a high risk of me being destroyed… I thought it was better for the investigation if I stayed safe…
Connor,"Fleeing across the highway was a totally irrational decision. They still haven't found it yet, but it was almost certainly destroyed."
Connor,"Fleeing into the highway was a totally irrational decision. I was close to apprehending it, until I was destroyed."
Amanda,"We don't have much time. Deviancy continues to spread. It’s only a matter of time before the media finds out about it. We need to stop this, whatever it takes."
Connor,"I will solve this investigation, Amanda. I won’t disappoint you."
Amanda,A new case just came in. Find Anderson and investigate it.
Taxi,You have reached your destination. Thank you for travelling with Detroit Taxis. We look forward to seeing you again soon.
Connor,Lieutenant Anderson? Anybody home?
Connor,"Argh!.. Easy!.. Sumo… I'm your friend, see?.. I know your name... I'm here to save your owner…"
Connor,Argh!.. Easy!.. Dog… I'm… I'm not gonna hurt you… I'm here to save your owner…
Connor,"Lieutenant? Wake up, Lieutenant! It's me, Connor!"
Hank,"Connor?.. Oh, you're not Connor… Connor's dead! I know he's dead!.."
Connor,The previous model was destroyed. I'm the new Connor.
Connor,I’m going to sober you up for your own safety.
Hank,"Hey!.. Leave me alone, you fuckin' android!"
Connor,"I have to warn you, this may be unpleasant."
Hank,Get the fuck outta my house!
Connor,"I'm sorry, Lieutenant, but I need you. Thank you in advance for your cooperation."
Hank,"Hey! Get the fuck outta here! Sumo! Attack! Good dog. Attack! Fuck, I think I'm gonna be sick… Ah! Leave me alone, you asshole! I'm not going anywhere… What the hell are you doing?.. I don’t wanna bath, thank you…"
Connor,"Sorry, Lieutenant. It's for your own good."
Hank,TURN IT OFF! TURN IT OFF! What the fuck are you doing here?
Connor,"A homicide was reported 43 minutes ago. I couldn’t find you at Jimmy’s bar, so I came to see if you were at home."
Hank,"Jesus, I must be the only cop in the world that gets assaulted in his own house by his own fuckin' android… Can’t you just leave me alone?"
Connor,"Unfortunately, I cannot. I've been programmed to investigate this case and I can't do it without you."
Hank,I don't give a shit about your goddamn case!
Connor,"Lieutenant, you’re not yourself. You should-"
Connor,"If you're unable to conduct this investigation, I'll have to inform your superiors."
Hank,Go ahead! Tell them I don’t give a shit!
Connor,"Lieutenant, you’re not yourself! You should-"
Connor,You seem to have personal issues. You should consult a professional who can help you.
Connor,Maybe you should drop the case. They'll assign someone else and I can focus on my mission.
Hank,"Your goddamn mission, that’s all you care about, huh?"
Connor,"Listen, Lieutenant, you’re not yourself. You should-"
Hank,Beat it! You hear me?! Get the hell outta here!
Connor,I understand. It probably wasn’t interesting anyway... A man found dead in a sex club downtown… Guess they’ll have to solve the case without us…
Connor,I understand. I sincerely hope you come to terms with your personal situation.
Hank,This homicide… what do we know about it?
Connor,A man was found dead in a sex club downtown. The report says that an android may be involved.
Hank,"You know, probably wouldn't do me any harm to get some air… There're some clothes in the bedroom there."
Connor,I'll go get them. What do you want to wear?
Hank,Whatever.
Connor,"Are you all right, Lieutenant?"
Hank,"Yeah... yeah... wonderful… Just a… Give me five minutes, okay?"
Connor,Sure.
CTN TV,"President Warren issued an official warning to Russia in her speech to Congress today, where she demanded that all Russian troops withdraw from the Arctic region immediately. The Kremlin has yet to respond, but this is clearly a new escalation in the conflict. Many experts are suggesting the specter of a third world war draws closer every day…"
Connor,"Are you ok, Lieutenant?"
Connor,"Sorry about the window, Lieutenant. I really thought you'd been attacked. Of course, CyberLife will pay for the damage."
Hank,"Yeah, trust me, I'll send 'em a bill…"
Connor,What were you doing with the gun?
Hank,Russian roulette! Wanted to see how long I could last... Must've collapsed before I found out…
Connor,"You were lucky, the next shot would have killed you."
Hank,"Be a good dog, Sumo. I won’t be long."
Hank,Aw… Feels like somebody’s playing with a drill inside my skull… You sure this is the place?
Connor,It's the address in the report.
Hank,"Right... Okay... Let's get going. Jesus… Sexiest androids in town… Now I know why you insisted on coming here! Oh, boy…"
Hank,Connor! The fuck are you doin'?
Connor,"Coming, Lieutenant."
Manager,"You're not gonna take my license, are you? I mean, ha, I had nothing to do with this!"
Ben,"The investigation's ongoing, sir, I can't tell you anything for the moment. Hey, Hank!"
Hank,"Hey, Ben. How's it goin'?"
Ben,"It’s that room there. Oh, uh, by the way… Gavin's in there too."
Hank,"Oh, great! A dead body and an asshole, just what I needed…"
Gavin,Lieutenant Anderson and his plastic pet… The fuck are you two doin' here?
Connor,We’ve been assigned all cases involving androids.
Gavin,"Oh, yeah? Well, you're wasting your time. Just some pervert who, uh, got more action than he could handle."
Hank,"We'll have a look anyway, if you don’t mind."
Gavin,"Come on, let's go… It's, uh, starting to stink of booze in here…"
Chris,"Night, Lieutenant."
Hank,"Whoa! Hey! Hey! Hey! Argh, Connor, you’re so disgusting… Think I’m gonna puke again…"
Hank,"Driver’s license says: Michael Graham... A credit card, cash in the wallet… Picture of his wife and two daughters… I wouldn’t want to make that call…"
Connor,"He didn't die of a heart attack, he was strangled."
Hank,"Yeah, I saw the bruising on the neck. Doesn’t prove anything though. Could’ve been rough play…"
Connor,We’re missing something here…
Hank,Think you can read the android’s memory? Maybe you can see what happened…
Connor,I can try…
Connor,The only way to access its memory is to reactivate it.
Hank,Think you can do it?
Connor,"It’s badly damaged… If I can, it'll only be for a minute, maybe less… I just hope it’s long enough to learn something."
Connor,You were damaged and I reactivated you. Everything is all right.
Connor,I’m going to ask you some questions. Are you able to speak?
Connor,Calm down... everything’s all right. All we want is to know what happened.
Traci,Is he… is he dead?..
Connor,Did you kill him?
Traci,"No… no, it wasn't me…"
Connor,Tell me what happened.
Traci,"He... he started... hitting me… again... and again. I begged him to stop, but he wouldn’t. It was like he was enjoying it…"
Connor,Do you know this man? Have you seen him before?
Traci,"No, this was the first time…"
Connor,Who killed that man if it wasn't you?
Traci,"I… I don’t know, I was in shutdown, I… I didn't see anything…"
Connor,"What else do you remember? Hurry, we don’t have much time!"
Traci,"I… I… I… I don't know, I don't… I… I don't know. I can't remember… What… What do you mean we don't have much time?.."
Connor,Were you alone in the room? Was there anyone else with you?
Traci,"He wanted to play with two girls… That’s what he said, there were two of us…"
Connor,"So it was the other android that strangled him, is that it?"
Connor,What model was the other android? Did it look like you?
Connor,Where did the other android go? Did it say anything?
Hank,"So, there was another android… This happened over an hour ago, it's probably long gone…"
Connor,No… It couldn't go outside dressed like that unnoticed… It might still be here.
Hank,Think you could find a deviant among all the other androids in this place?
Connor,Deviants aren't easily detected.
Hank,"Ah, shit... There's gotta be some other way… Maybe an eyewitness? Somebody who saw it leaving the room… I'm gonna go ask the manager a few questions about what he saw. You let me know if you think of anything."
Manager,"Listen, I appreciate you not shutting my place down, but, um… how long's this gonna take? You’re scaring my customers…"
Hank,Did you know the victim?
Manager,"No, I mean he came in maybe two or three times… I mean these guys they don't really talk very much, you know… They come in, do their business and then go on their way…"
Hank,You ever had any trouble with androids before?
Manager,"No way! Well… Once... We lost a model 2-3 months back, bah... same model… Just vanished, we never found out what happened."
Hank,"You probably don't have any CCTV in here, huh?"
Manager,No way… I mean… This is what people appreciate about Eden Club... discretion. They can come and go without a trace.
Hank,"Sure, sure… Eh, business is booming, right?"
Manager,"Yeah, can't complain… Good thing about androids is they're up for whatever you want, you won't get any diseases and, uh... they won't tell anyone… So, why not go wild?"
Hank,"Huh, yeah... Yeah, the more I learn about people, more I love my dog."
Ben,That club manager's a pain in the ass… Chewed my ear off for half an hour so we don't revoke his license…
Hank,Yeah.
Ben,"So, what happened here?"
Hank,Not sure yet… We think there was another android in the room…
Ben,Another android?
Hank,"Yeah… Well, that’s what Connor says… Yeah, I've a terrible fucking headache… Do you have any pain killers?"
Ben,"Not with me, Hank, sorry."
Hank,"What good are you, Ben?"
Hank,I gotta go… I feel like shit... I don’t wanna puke in this fine establishment…
Connor,"The deviant didn’t just disappear. It's gotta be here somewhere… Just, give me one more minute, ok?"
Hank,Alright. Be quick about it or it might get ugly.
Connor,"We’re wasting our time. You're right, the deviant's probably gone now."
Hank,Let’s get outta here. This place makes me sick...
Connor,"We’re wasting our time. You're right, the deviant's probably gone now."
Hank,Let’s get outta here. This place makes me sick...
Machine,No fingerprint detected. Please try again.
Connor,"Excuse me, Lieutenant. Can you come here a second?"
Hank,Found something?
Connor,Maybe… Can you rent this Traci?
Hank,"For fuck's sake, Connor, we got better things to do…"
Connor,"Please, Lieutenant! Just trust me."
Machine,Hello. A 30 minute session costs $29.99. Please confirm your purchase.
Hank,This is not gonna look good on my expense account…
Machine,Purchase confirmed. Eden Club wishes you a pleasant experience.
Hank,"Yeah, you're welcome."
Traci,"Delighted to meet you. Follow me, I’ll take you to your room."
Hank,"Ok, now what? Holy shit, Connor... What the hell are you doin'?"
Connor,It saw something.
Hank,"What are you talkin' about? Saw, what?"
Connor,The deviant leave the room… A blue-haired Traci. Club policy is to wipe the androids’ memory every two hours. We only have a few minutes if we wanna find another witness!
Hank,"Hey, what am I supposed to do with this one?"
Connor,Tell it you changed your mind!
Hank,"Uhh... Sorry, honey, changed my mind! Nothing personal, you're... a lovely girl... I just, uh... You know... I'm with him and... I mean, not with him like that... I'm not that... That's not what I... You, um... Wow... I just... ... got a job to do. My head-"
Hank,What are you gonna do? You can’t check the memory of all these androids...
Connor,I know which direction it went. I just need to find another android that saw it…
Hank,"You’re really reading their memories, to see what they saw? Fuck, this is insane… Connor, wait for me for God’s sake!"
Connor,Let’s try this one.
Hank,This better be worth it!
Connor,"It saw the blue-haired Traci, I know which way it went!"
Hank,Then go for it! There're androids everywhere! How you gonna tell which one saw the Traci with blue hair?
Connor,I know which direction it took. I just need to find another android on its path!
Connor,No… I lost its track again...
Hank,I’ve spent all this money and I’m still not havin' fun…
Connor,Nothing… Blue-haired Traci didn't come this way…
Connor,It didn’t see anything. I made a mistake somewhere…
Hank,This has gotta be the most expensive investigation of my career!
Hank,We’ll never have time to check 'em all!
Connor,"Lieutenant, if you have a better idea, I’m all ears."
Connor,"It's too late… The androids’ memory have been reset. If one of them saw the Traci, we’ll never know… It’s my fault. I should have been faster."
Hank,"Ah... For a second there, I thought you were gonna make yourself useful. Let’s get outta here. This place gives me the creeps."
Connor,I know where it went! Follow me!
Hank,Fucking-A. This is crazy…
Hank,Wait! I'll take it from here. Shit… We're too late…
Hank,"Christ, look at them… They get used till they break, then they get tossed out…"
Hank,"People are fucking insane… They don’t want relationships anymore, everybody just gets an android… They cook what you want, they screw when you want, you don't have to worry about how they feel… Next thing you know, we’re gonna be extinct, because everybody would rather buy a piece of plastic than love another human being… Beats me…"
Hank,"Come on, Connor! We're leaving."
Connor,"Yes, I’m coming."
Connor,I failed. I should have caught it…
Hank,Let's get outta here. This place makes me sick…
Hank,DON'T MOVE!
Hank,QUICK! THEY'RE GETTING AWAY!
haired Traci,"Why?.. Why did you kill her?.. She had nothing to do with any of this… When that man killed that Traci... I knew I was next… I was so scared… I begged him to stop, but he wouldn’t… So I put my hands around his throat, and I squeezed... until he stopped moving… Yes, I killed him… but I was just defending myself… I wanted to live… I wanted to get back to the one I love… and forget about the humans… the smell of their sweat and their dirty words… But you've... You've taken her away from me…"
haired Traci,What am I supposed to do without her?!
haired Traci,I love her… I loved her!
Hank,My God…
haired Traci,"When that man broke the other Traci... I knew I was next… I was so scared… I begged him to stop, but he wouldn’t… And so I put my hands around his throat, and I squeezed... until he stopped moving… I didn’t mean to kill him… I just wanted to stay alive… get back to the one I love. I wanted her to hold me in her arms again... make me forget about the humans… their smell of sweat and their dirty words…"
Traci,"Come on, let's go."
Hank,It's probably better this way…
haired Traci,"When that man broke the other Traci... I knew I was next… I was so scared… I begged him to stop, but he wouldn’t… And so I put my hands around his throat, and I squeezed... until he stopped moving… I didn’t mean to kill him… I just wanted to stay alive… get back to the one I love. I wanted her to hold me in her arms again... make me forget about the humans… their smell of sweat and their dirty words…"
Traci,"Come on, let's go."
Hank,"Congratulations, Connor… You got 'em…"
Hank,It's probably better this way…
Hank,"Nice view, huh?... I used to come here a lot before…"
Connor,"Can I ask you a personal question, Lieutenant?"
Hank,Do all androids ask so many personal questions or is it just you?
Connor,"I saw a photo of a child... on your kitchen table. It was your son, right?"
Hank,Yeah… His name was Cole.
Connor,Why are you so determined to kill yourself?
Hank,"Some things, I just can't forget… Whatever I do, they’re always there… Eating away at me… I don’t have the guts to pull the trigger… So, I kill myself a little every day… That's probably difficult for you to understand, huh, Connor? Nothing very rational about it…"
Connor,"You should stop drinking, Lieutenant. It could have serious consequences for your health."
Hank,That's the idea.
Connor,Before what?
Hank,Hm?
Connor,"You said ""I used to come here a lot before"". Before what?"
Hank,Before… Before nothin'…
Connor,It's late. Maybe you should go home.
Hank,I'm not tired… Guess neither are you.
Connor,"We’re not making any progress on this investigation… The deviants have nothing in common. They’re all different models, produced at different times, in different places…"
Hank,"Well, there must be some link."
Connor,What they have in common is this obsession with rA9… It’s almost like some kind of... myth. Something they invented that wasn't part of their original program…
Hank,"Androids believing in God… Fuck, what’s this world coming to?"
Connor,"We know the deviants experienced... an emotional shock, a violent trauma or a sense of injustice…"
Hank,"Those girls at the Eden Club, sure had a reason to feel a sense of injustice…"
Connor,It could be a hardware problem... maybe a defective biocomponent?
Hank,"Well, I don’t know much about biocomponents… but I bet that’s not the fucking reason…"
Connor,It could be a software problem... that... only occurs under certain conditions?
Hank,"Well, that’s just a fancy way of saying you have no fucking idea…"
Connor,"You seem preoccupied, Lieutenant… Is it something to do with what happened back at the Eden Club?"
Hank,Those two girls… They just wanted to be together… They really seemed in love…
Connor,"They can simulate human emotions, but they’re machines. And machines don’t feel anything."
Connor,They didn't want anything. They're deviants. End of story.
Connor,"You seem troubled, Lieutenant. I didn't think machines could have such an effect on you…"
Connor,Nothing in their program allows them to love or desire anything. They're machines.
Hank,I wish we'd have found that girl that killed that guy… Maybe she had a reason… Maybe she was just defending herself…
Connor,What difference would it make? We know what happened. A defective machine killed a human.
Connor,"You seem troubled, Lieutenant. I didn't think machines could have such an effect on you…"
Connor,"It didn't want anything, Lieutenant. It was a deviant. That's all there is to it."
Hank,"What about you, Connor?... You look human, you sound human, but what are you really?"
Connor,"I'm a machine, designed to accomplish a task."
Connor,"I'm a machine, designed to accomplish a task. I know why I exist and who designed me. I have a reason to live. I guess that's the difference between us, Lieutenant."
Connor,"You know exactly what I am. In any case, I don’t see how that’s relevant to the investigation."
Connor,"I’m whatever you want me to be, Lieutenant. Your partner... Your buddy to drink with... Or just a machine... Designed to accomplish a task."
Hank,"You could've shot those two girls, but you didn't. Why didn't you shoot, Connor? Hm? Some scruples suddenly enter into your program?"
Connor,I would've shot them if I could. Why would I let them escape?
Connor,"No… I just decided not to shoot, that's all…"
Hank,"Did you feel anything when you shot those two girls, fucking bastard? Or were you just executing some program?"
Connor,"All I did was neutralize two machines, Lieutenant. I didn’t hesitate for a second, if that’s what you’re asking."
Connor,"This is going nowhere, Lieutenant. I think I'll go back to the station."
Connor,"I’m glad to see you taking an interest in machines, Lieutenant. Who knows, maybe you'll even become useful to the investigation at some point…"
Connor,"I did what I was programmed to do. I didn't have any doubts, if that's what you're asking."
Hank,"Did you feel anything when that girl killed herself, Connor? Or did you just not give a shit one way or the other?"
Connor,I was just executing instructions. I did what I had to do.
Connor,"Of course, I didn't feel anything, Lieutenant... I'm a machine.... Machines don't have emotions."
Hank,"Nothing else matters to you but your goddamn investigation, huh? No doubts, no mistakes, no weaknesses… Human being, just like me… Only perfect…"
Connor,"You should stop drinking, Lieutenant. Alcohol makes you aggressive."
Connor,I believe your personal issues are clouding your judgement.
Connor,Nothing matters more to me than this investigation. But I understand if you have a different point of view.
Connor,"I'm sorry, but... I don't see what you're getting at."
Hank,I could kill you... And you would just come back as if nothing happened.
Hank,"But are you afraid to die, Connor?"
Connor,I would certainly find it regrettable to be... interrupted... before I can finish this investigation.
Connor,Why would I be afraid?
Connor,"You can’t kill me, Lieutenant. I’m not alive."
Connor,"You shouldn't do that, Lieutenant. Destroying me at this point would deal a blow to the investigation, and have negative consequences for your personal situation."
Hank,What will happen if I pull this trigger? Hm? Nothing? Oblivion? Android heaven?
Connor,"You know you're not going to shoot me, Lieutenant. You're just trying to provoke a reaction. I'm afraid I'm going to have to disappoint you."
Hank,"You think you’re so fucking smart… Always one step ahead, huh? Tell me this, smart ass... How do I know you’re not a deviant?"
Connor,"I self-test regularly. I know what I am, and what I am not."
Connor,"Where does all your anger come from, Lieutenant? Some... unresolved trauma in your past?"
Hank,"You think you’re so fucking smart… Always one step ahead, huh? Tell me this, smart ass... How do I know you’re not a deviant?"
Connor,"I self-test regularly. I know what I am, and what I am not."
Connor,I doubt there's a heaven for androids.
Hank,"Having existential doubts, Connor? Sure you're not going deviant too?"
Connor,"I self-test regularly. I know what I am, and what I am not."
Connor,Nothing… There would be nothing…
Connor,Where are you going?
Hank,To get drunker. I need to think.
Amanda,"Hello, Connor. I thought you might enjoy a little cruise… I love this place… Everything is so calm and peaceful… Far from the noise of the world… Tell me, what have you discovered?"
Connor,"I’m having difficulties with Lieutenant Anderson. He’s unstable, even hostile. He shot me in the head last night…"
Connor,My relationship with Lieutenant Anderson is problematic. He continues to struggle with psychological issues… I suspect it clouds his judgement regarding deviants.
Amanda,Nothing matters more than your investigation. What’s happening is too important. Don’t let Anderson or anyone else get in your way.
Connor,I went to the Eden Club… but I didn’t learn anything new…
Amanda,That's disappointing. Looks like another missed opportunity.
Connor,I found two deviants at the Eden Club… I hoped to learn something but… they managed to escape…
Amanda,That's too bad... You seemed so close to stopping them.
Connor,I found two deviants at the Eden Club… I hoped to learn something but… I had to destroy them…
Amanda,"You seem… lost, Connor. Lost and perturbed…"
Connor,I thought I knew what I had to do… but now I realize it’s not that simple…
Connor,"I’m just frustrated with my lack of progress, but I’m determined to accomplish my mission."
Connor,"The investigation is more challenging than I anticipated, but I have no doubt that I will solve this case and stop the deviants."
Connor,"Perturbed? No… No, of course not. Why would I be perturbed?"
Amanda,You had your gun trained on those deviants at the Eden Club. Why didn’t you shoot?
Connor,"They were out of range. If I had the opportunity to stop them, why wouldn’t I?"
Amanda,You tell me.
Connor,We need the deviants intact for analysis. Shooting them wouldn’t have told us anything.
Connor,I don’t know… I don’t know.
Amanda,"If your investigation doesn’t make progress soon, I may have to replace you, Connor…"
Connor,I understand.
Connor,I know I will succeed. All I need is time.
Connor,I am of no importance. The mission is all that matters.
Amanda,"Something’s happening… Something serious. Hurry, Connor. Time is running out."
Connor,Why did you shoot me last night?
Hank,"Who cares, you're back this morning, aren't ya?"
Connor,Some fragments of memory are lost every time I’m destroyed. It slows down the investigation.
Hank,"My humblest apologies, I promise I’ll never shoot you again."
Connor,"Thank you, Lieutenant."
Hank,"You’re starting to piss me off with that coin, Connor."
Connor,"Sorry, Lieutenant."
Elevator,79th floor
Chris,"Hi, Hank."
Hank,"Shit, what's going on here? There was a party and nobody told me about it?"
Chris,"Yeah, it's all over the news, so everybody’s butting their nose in… Even the FBI wants a piece of the action…"
Hank,"Ah Christ, now we got the Feds on our back… I knew this was gonna be a shitty day… So what do we got?"
Chris,"A group of four androids… They knew the building, and they were very well organized. I'm still trying to figure out how they got this far without being noticed."
Chris,They attacked two guards in the hallway... They probably thought the androids were coming to do maintenance. They got taken down before they could react…
Chris,They attacked two guards in the hallway. They knocked one out and shot the other in cold blood…
Chris,"One of the station employees managed to get away. He's in shock, not sure when we’ll be able to talk to him…"
Chris,"A station employee… shot to the back as he was trying to get away. One bullet straight through the heart, from fifty feet… Now, that's the kind of shooting only an android could do."
Hank,How many people were working here?
Chris,Just two employees and three androids. The deviants took the humans hostage and broadcast their message live. They made their getaway from the roof.
Hank,The roof?
Chris,"Yeah, they jumped with parachutes… We’re still trying to figure out where they landed, but the weather’s not helping… If you want to take a look at the video broadcast by the deviants, it's on that screen over there."
Chris,"Oh Lieutenant, this is Special Agent Perkins from the FBI. Lieutenant Anderson is in charge of investigating for Detroit Police."
Perkins,What’s that?
Connor,My name is Connor. I'm the android sent by CyberLife.
Perkins,"Androids investigating androids, huh? You sure you want an android hanging around?.. After everything that happened… Whatever, the FBI will take over the investigation, you'll soon be off the case."
Hank,Pleasure meeting you. Have a nice day.
Perkins,And you watch your step. Don't fuck up my crime scene.
Hank,What a fuckin' prick!
Chris,"I’ll be nearby. If you need anything, just ask."
Hank,"Uh, let's have a look around… Let me know if you find anything."
Connor,"Ok, Lieutenant."
Cop,"Connor?.. You remember me? I was on that terrace… That android that took the little girl hostage? I was shot, you saved me…"
Connor,I remember you.
Cop,"I could have died on that terrace… But you saved my life… I never thought I'd say this to an android, but… Thank you…"
Connor,"Sorry, you must be mistaken."
Cop,Of course… That couldn't be you… That Connor was destroyed... I would have died on that terrace… Connor saved my life… Even if it wasn’t you… I just wanted to say… Thank you…
Connor,"Sorry, you must be mistaken."
Cop,I would have died on that terrace… Even if it wasn’t you… I just wanted to say… Thank you…
Connor,They didn't break in?
Chris,"No, no sign of forced entry."
Connor,There are cameras in the hallway. The staff would have seen what was happening… Why did they let them in?
Hank,Maybe they didn't check the cameras…
Chris,We stored the station androids in the kitchen. There's no evidence that they were involved but we didn’t know what else to do with them.
Hank,Think that's rA9?
Connor,Deviants say rA9 will set them free. This android seems to have that objective.
Hank,D'you see something?
Connor,I identified its model and serial number…
Hank,Anything else I should know?
Connor,No. Nothing.
Connor,I think we have seen everything there is to see.
Hank,You wanna go?
Connor,Yes.
Hank,"Ok, we're outta here."
Connor,"Actually, I'll have another look around."
Hank,You're the boss.
Connor,What is your function?
Android,I am a broadcast operator.
Connor,State your model.
Android,"Model JB300, Serial number 336 445 581."
Connor,Were you present when the deviants broke in?
Android,I do not remember.
Connor,Has anybody accessed your memory recently?
Android,Not to my knowledge.
Connor,Run a diagnostic.
Android,All systems fully operational.
Connor,Have you been in contact with any other androids recently?
Android,Only station androids in the normal course of my function.
Connor,One of you saw the attack on the surveillance cameras and said nothing. Which means there is a deviant in this room… and I’m going to find out which it is.
Connor,You’re going to be switched off. We're gonna search your memory and tear you apart piece by piece for analysis. You’re going to be destroyed! Do you hear me? Destroyed!
Connor,"If you give yourself up, maybe I can convince the humans not to destroy you."
Connor,"Why should you all be destroyed, if only one is deviant? Turn yourself in, or two innocent androids will be shut down because of you."
Connor,"You scumbag! I know it's you! You're just a fucking deviant. Go on, admit it!"
Connor,The deviants have just been caught… They gave you up. There's no point in lying. We know everything.
Connor,"Biocomponent #8451... Regulates the heartbeat... Without this module, you will shut down in exactly sixty-three seconds… I could put it back… But, you just have to tell me the truth. Are you the deviant?"
Connor,No memory.
Connor,"Hank!.. Hank, I need help!.."
Connor,It’s a deviant! STOP IT!
Hank,"Connor! Connor, are you okay?"
Connor,I tried to stop it but… I was too late.
Hank,"Good thing you were here. Otherwise I – Connor… Connor, no…"
Hank,"Nice shot, Connor."
Connor,I wanted it alive.
Hank,You saved... human lives… You saved my life.
Hank,"Connor! Hang on son, hang on, hang on! We’re gonna save you, hang on!.. Here, here..."
Connor,deviant… there was… a deviant…
Hank,Connor! Connor... No…
Connor,I think we have seen everything there is to see.
Hank,You wanna go?
Connor,Yes.
Hank,"Ok, we're outta here."
Hank,"They made their way up through the whole building, past all the guards and jumped off the roof with parachutes… Pretty fucking impressive I'd say."
Hank,How'd they manage to smuggle in a big bag like that?
Connor,They didn't… Someone brought it in for them.
Hank,"Oh, that's strange... They planned a perfect operation but got the number of parachutes wrong."
Connor,Unless one of the deviants was left behind.
Connor,"You have to stop them! If they destroy it, we won't learn anything!"
Hank,"We can't save it, it's too late! We'll just get ourselves killed!"
Hank,Connor! Connor!... Oh Connor… Oh no…
Hank,Connor! Connor you all right? Connor!
Connor,Okay…
Hank,Are you hurt?
Connor,I'm ok…
Hank,"Jesus! You scared the shit outta me… For fuck sake, I told you not to move! Why do you never do what I say?"
Connor,"I was connected to its memory… when it fired… I felt it die… Like I was dying. I was scared… I saw something, in its memory… a word… painted on a piece of rusty metal … ""Jericho"""
Hank,"Still immortal, huh Connor?"
Connor,In a way.
Hank,"You know, I was hoping you wouldn’t come back."
Connor,"I'm just a machine replacing another machine, lieutenant. You shouldn’t get emotional about it."
Hank,Fuck you.
Hank,Jesus Christ…
Connor,"My predecessor was unfortunately destroyed, but CyberLife transferred its memory and sent me to replace it."
Hank,You died in my arms... and now you’re... back here as if nothing happened... Fuck you.
Connor,"Is everything ok, lieutenant?"
Hank,"Chris was on patrol last night and he got attacked by deviants… They found his body early this morning… He was executed in cold blood with his own service weapon… He became a father three months ago… Fuck, why did it have to be him?"
Connor,"I didn’t know officer Miller well, but… He seemed to be a good person…"
Hank,Yeah…
Connor,"I’m sorry, Lieutenant…"
Connor,"Is everything ok, lieutenant?"
